,نوع العقار,المدينة,الحي,الواجهة,عدد الغرف,عدد الصالات,عدد الحمامات,عرض الشارع,المساحة,درج صالة,مطبخ,غرفة خادمة,غرفة سائق,ملحق,حوش,مسبح,قبو,مدخل سيارة,مصعد,السعر الاجمالي
175,فيلا,الرياض,العيينة,ثلاث شوارع,7+,2,4,-1.0,565.0,True,True,False,True,True,False,False,False,True,False,2000000
176,فيلا,الرياض,حي الملك فهد,جنوبية غربية,6,2,5+,20.0,625.0,True,True,True,True,False,False,False,False,False,False,3400000
177,فيلا,الرياض,الرياض,جنوبية,4,3,5+,20.0,250.0,True,True,True,False,True,True,False,False,True,False,2350000
178,فيلا,الرياض,حي المروج,جنوبية,3,2,4,15.0,300.0,False,True,True,False,False,True,False,False,False,False,2200000
179,فيلا,الرياض,حي العارض,جنوبية,4,3,5+,20.0,336.0,False,True,True,False,True,True,True,False,True,True,2750000
180,فيلا,الرياض,حي الملقا,شمالية,3,1,3,21.0,252.0,True,True,False,False,False,False,False,False,False,True,3200000
181,فيلا,الرياض,حي العليا,غربية,4,1,5+,12.0,210.0,True,True,True,False,False,True,False,False,True,False,2400000
182,فيلا,الرياض,حي النرجس,شمالية شرقية,5,4,5+,15.0,344.0,True,True,True,True,True,True,True,False,True,True,4200000
183,فيلا,الرياض,حي العارض,جنوبية شرقية,7+,5,5+,15.0,352.0,True,True,True,True,True,True,True,False,True,True,4000000
184,فيلا,الرياض,حي النرجس,غربية,4,2,4,20.0,300.0,True,True,True,False,False,True,False,False,True,False,3000000
185,فيلا,الرياض,حي الملك فهد,شمالية شرقية,6,2,5+,20.0,420.0,False,True,True,True,True,True,False,False,True,False,2400000
186,فيلا,الرياض,حي العارض,جنوبية,5,2,5+,20.0,338.0,True,True,True,True,False,True,False,False,True,True,2800000
187,فيلا,الرياض,حي النرجس,غربية,5,3,5+,15.0,325.0,False,True,True,True,False,True,False,False,True,True,3300000
188,فيلا,الرياض,حي الملقا,شمالية,6,5,5+,20.0,450.0,True,True,True,True,True,True,False,False,True,True,5500000
189,فيلا,الرياض,حي النرجس,غربية,6,3,5+,15.0,360.0,True,True,True,False,True,True,False,False,True,True,3550000
190,فيلا,الرياض,حي النرجس,شمالية غربية,4,1,4,15.0,210.0,True,True,True,True,True,True,False,False,True,True,2300000
191,فيلا,الرياض,الرياض,شمالية,5,4,5+,10.0,239.0,True,True,True,True,True,True,False,False,True,True,3499000
192,فيلا,الرياض,حي صلاح الدين,غربية,5,5,5+,12.0,699.0,False,True,True,True,True,True,True,True,True,True,7500000
193,فيلا,الرياض,حي النرجس,شمالية,5,3,5+,25.0,813.0,True,True,True,True,True,True,True,False,True,True,14000000
194,فيلا,الرياض,حي الملقا,شرقية,5,2,5+,20.0,375.0,True,True,True,True,False,True,False,False,True,False,3200000
195,فيلا,الرياض,حي الندى,غربية,5,3,5+,15.0,300.0,False,True,True,True,False,True,True,True,True,False,3600000
196,فيلا,الرياض,حي النفل,شمالية غربية,7+,2,5+,20.0,450.0,True,True,True,True,True,True,False,True,True,False,4000000
197,فيلا,الرياض,حي النرجس,جنوبية,6,2,5+,15.0,375.0,True,True,True,True,True,True,True,False,True,True,3650000
198,فيلا,الرياض,حي النرجس,جنوبية,5,4,5+,25.0,360.0,True,True,True,True,True,True,False,False,True,True,4200000
199,فيلا,الرياض,العيينة,شرقية,5,4,5+,20.0,250.0,True,True,True,False,False,True,False,False,True,False,1600000
200,فيلا,الرياض,حي العارض,جنوبية,3,2,5+,15.0,216.0,True,True,True,False,False,True,False,False,True,True,2100000
201,فيلا,الرياض,حي العارض,غربية,7+,3,5+,15.0,360.0,True,True,True,True,True,True,False,False,True,False,2800000
202,فيلا,الرياض,حي العارض,جنوبية,5,5,5+,15.0,375.0,True,True,True,True,False,True,False,False,True,False,3000000
203,فيلا,الرياض,حي الندى,شمالية شرقية,6,3,5+,12.0,525.0,True,True,True,False,True,True,True,True,True,True,5700000
204,فيلا,الرياض,حي العليا,جنوبية غربية,4,1,5+,12.0,252.0,True,True,True,False,False,True,False,False,True,False,2600000
205,فيلا,الرياض,الرياض,جنوبية,7+,2,5+,14.0,501.0,True,True,True,True,True,True,False,False,True,False,4300000
206,فيلا,الرياض,حي الياسمين,شمالية,5,2,5+,15.0,437.0,True,True,True,True,True,True,True,False,True,True,4200000
207,فيلا,الرياض,حي النرجس,شرقية,5,2,5+,15.0,270.0,True,True,True,False,False,True,False,False,True,True,2700000
208,فيلا,الرياض,الرياض,جنوبية غربية,4,2,5+,15.0,450.0,True,True,True,True,True,True,True,False,True,True,4000000
209,فيلا,الرياض,حي الياسمين,شمالية شرقية,7+,3,5+,15.0,1107.0,True,True,True,True,True,True,False,True,True,True,10300000
210,فيلا,الرياض,حي التعاون,جنوبية,5,2,5+,15.0,312.0,True,True,True,True,False,True,False,False,True,False,2700000
211,فيلا,الرياض,حي العليا,جنوبية غربية,7+,2,5+,12.0,900.0,True,True,True,True,True,True,False,False,True,False,5000000
212,فيلا,الرياض,حي المحمدية,غربية,4,1,5+,20.0,420.0,True,True,True,True,True,True,True,False,True,True,5800000
213,فيلا,الرياض,شارع سعيد السلمي,شرقية,5,3,5+,15.0,750.0,True,True,True,True,True,True,True,False,True,True,8200000
214,فيلا,الرياض,حي الملك فهد,جنوبية غربية,5,3,5+,20.0,960.0,True,True,True,True,True,True,False,False,True,False,6500000
215,فيلا,الرياض,حي الملقا,شمالية,6,2,5+,5.0,360.0,False,True,False,False,False,False,False,False,False,False,4700000
216,فيلا,الرياض,حي النرجس,شمالية,5,3,5+,20.0,300.0,True,True,True,False,True,True,False,False,True,True,2600000
217,فيلا,الرياض,حي النرجس,غربية,5,2,4,25.0,375.0,True,True,True,True,True,True,False,False,True,True,4200000
218,فيلا,الرياض,حي الياسمين,شمالية,5,3,5+,15.0,405.0,True,True,True,True,True,False,False,False,True,False,3600000
219,فيلا,الرياض,حي الياسمين,جنوبية,6,2,5+,15.0,375.0,True,True,True,True,True,True,False,False,True,True,2850000
220,فيلا,الرياض,حي الياسمين,شمالية,7+,2,5+,15.0,375.0,True,True,True,False,True,True,False,False,True,False,3500000
221,فيلا,الرياض,حي حطين,جنوبية,7+,5,5+,15.0,450.0,True,True,True,False,True,True,False,True,True,True,5250000
222,فيلا,الرياض,حي حطين,جنوبية,5,2,5+,15.0,351.0,True,True,True,False,True,True,False,False,True,True,3750000
223,فيلا,الرياض,حي حطين,غربية,5,3,5+,18.0,250.0,True,True,True,False,False,False,False,False,True,True,2500000
224,فيلا,الرياض,حي النرجس,شرقية,5,2,4,15.0,360.0,True,True,True,False,True,True,False,False,True,True,3650000
225,فيلا,الرياض,الرياض,شمالية,5,2,5+,14.0,420.0,True,True,True,True,False,True,False,False,True,False,3200000
226,فيلا,الرياض,حي الياسمين,جنوبية,4,2,5+,20.0,375.0,False,True,True,True,False,True,False,False,True,True,4200000
227,فيلا,الرياض,حي النرجس,شمالية,6,3,5+,15.0,390.0,False,True,True,False,True,True,False,False,True,False,3900000
228,فيلا,الرياض,حي النخيل,شمالية,6,5,5+,5.0,525.0,True,True,True,False,False,True,True,True,True,False,5000000
229,فيلا,الرياض,حي التعاون,شمالية غربية,3,7+,5+,20.0,480.0,True,True,True,True,False,True,False,False,True,True,5800000
230,فيلا,الرياض,حي التعاون,غربية,5,2,5+,20.0,200.0,True,True,True,True,False,True,False,False,True,False,2350000
231,فيلا,الرياض,حي حطين,غربية,5,4,5+,15.0,505.0,True,True,True,True,True,True,True,True,True,True,8300000
232,فيلا,الرياض,حي العارض,جنوبية,5,5,5+,15.0,350.0,True,True,True,True,True,True,False,False,True,False,2600000
233,فيلا,الرياض,حي العارض,جنوبية,5,3,5+,15.0,300.0,True,True,True,False,True,True,False,False,True,True,2500000
234,فيلا,الرياض,حي العارض,جنوبية,7+,3,5+,20.0,675.0,True,True,True,True,True,True,True,False,True,True,5500000
235,فيلا,الرياض,حي المصيف,شرقية,6,2,5+,20.0,820.0,True,True,True,True,True,True,True,False,True,False,5000000
236,فيلا,الرياض,حي الملقا,شمالية,6,3,5+,20.0,450.0,True,True,True,True,False,False,False,False,True,True,4800000
237,فيلا,الرياض,حي النرجس,جنوبية شرقية,7+,2,5+,15.0,300.0,True,True,True,True,False,True,False,False,True,True,3100000
238,فيلا,الرياض,حي النرجس,شمالية غربية,4,2,5+,20.0,247.0,True,True,True,True,False,False,False,False,True,False,2400000
239,فيلا,الرياض,حي الصحافة,شرقية,5,1,5+,15.0,600.0,False,True,True,True,True,True,False,False,True,False,4500000
240,فيلا,الرياض,العيينة,غربية,7+,2,5+,15.0,500.0,True,True,True,False,False,True,False,False,True,False,1500000
241,فيلا,الرياض,حي النرجس,جنوبية غربية,6,3,5+,15.0,620.0,True,True,True,True,True,True,True,True,True,True,7000000
242,فيلا,الرياض,الرياض,جنوبية,7+,2,5+,15.0,300.0,True,True,True,True,True,True,False,False,True,False,2800000
243,فيلا,الرياض,حي الصحافة,شمالية,6,2,5+,15.0,375.0,True,True,True,True,True,False,False,False,True,True,4880000
244,فيلا,الرياض,العيينة,شمالية,3,3,3,-1.0,193.0,False,True,False,True,False,True,False,False,True,False,950000
245,فيلا,الرياض,حي الوادي,غربية,5,3,5+,-1.0,375.0,True,True,True,True,False,False,False,False,True,False,2200000
246,فيلا,الرياض,حي النرجس,شمالية,5,2,5+,15.0,312.0,True,True,True,False,True,False,False,False,True,False,2550000
247,فيلا,الرياض,حي النرجس,شمالية,5,3,5+,17.0,240.0,True,True,True,False,False,True,False,False,True,True,2700000
248,فيلا,الرياض,حي النخيل,جنوبية شرقية,7+,2,5+,30.0,1825.0,True,True,True,True,True,True,True,True,True,False,20000000
249,فيلا,الرياض,الرياض,شرقية,4,1,3,-1.0,180.0,False,True,False,False,False,False,False,False,True,False,1100000
250,فيلا,الرياض,الرياض,شمالية,3,1,4,40.0,236.0,True,True,False,False,False,False,False,False,False,False,1070000
251,فيلا,الرياض,حي المونسية,غربية,4,4,4,-1.0,300.0,True,True,False,False,False,False,False,False,False,True,2250000
252,فيلا,الرياض,حي المونسية,غربية,4,2,5+,-1.0,300.0,True,True,True,False,True,True,False,False,True,True,2200000
253,فيلا,الرياض,حي القدس,شمالية,6,2,5+,-1.0,900.0,True,True,True,True,True,True,True,False,True,False,4800000
254,فيلا,الرياض,حي القدس,شمالية,5,5,5+,-1.0,900.0,True,True,False,False,True,True,True,False,True,False,4700000
255,فيلا,الرياض,حي الخليج,غربية,5,2,4,-1.0,324.0,True,True,True,True,True,True,False,False,True,False,2200000
256,فيلا,الرياض,حي الرمال,شمالية,7+,1,5+,-1.0,281.0,False,False,False,False,False,False,False,False,False,False,1400000
257,فيلا,الرياض,حي النسيم الغربي,شرقية,5,2,3,-1.0,312.0,False,True,False,False,False,True,False,False,True,False,1070000
258,فيلا,الرياض,حي الريان,جنوبية,7+,2,5+,15.0,360.0,True,True,True,True,True,False,True,False,True,False,4400000
259,فيلا,الرياض,حي الروضة,جنوبية,5,2,5+,-1.0,900.0,True,False,False,False,False,False,False,False,False,False,5200000
260,فيلا,الرياض,حي المونسية,جنوبية,6,2,4,-1.0,319.0,True,True,True,True,True,True,False,False,True,True,3150000
261,فيلا,الرياض,حي الرمال,جنوبية,7+,3,5+,-1.0,300.0,True,True,True,False,True,True,False,False,True,False,2000000
262,فيلا,الرياض,حي الرمال,جنوبية,7+,3,5+,-1.0,319.0,True,True,True,False,True,True,False,False,True,False,2100000
263,فيلا,الرياض,حي الحمراء,جنوبية,5,2,1,-1.0,750.0,True,True,True,True,True,True,False,False,True,False,4000000
264,فيلا,الرياض,حي النسيم الشرقي,غربية,7+,2,5+,-1.0,480.0,False,True,True,False,True,True,False,False,True,False,1200000
265,فيلا,الرياض,حي الرمال,شمالية,4,1,5+,-1.0,375.0,True,True,True,False,True,False,False,False,True,True,2450000
266,فيلا,الرياض,حي اشبيلية,شمالية,6,2,4,-1.0,500.0,False,True,False,False,True,True,False,False,False,False,3000000
267,فيلا,الرياض,حي النهضة,شمالية,7+,5,5+,-1.0,495.0,True,True,False,False,False,True,False,False,False,False,1700000
268,فيلا,الرياض,حي النهضة,غربية,5,2,5+,-1.0,324.0,True,False,True,False,True,True,False,False,True,False,1900000
269,فيلا,الرياض,حي القادسية,جنوبية,6,2,5+,-1.0,365.0,True,False,False,False,False,False,False,False,True,False,2300000
270,فيلا,الرياض,حي اشبيلية,شرقية,5,1,5+,-1.0,388.0,True,True,True,True,False,True,False,False,True,False,2200000
271,فيلا,الرياض,حي النسيم الشرقي,غربية,7+,3,5+,-1.0,480.0,False,True,False,False,False,False,False,False,False,False,1200000
272,فيلا,الرياض,حي قرطبة,شمالية,5,2,5+,-1.0,225.0,True,True,True,False,True,True,False,False,True,False,2450000
273,فيلا,الرياض,حي الرمال,شمالية شرقية,6,2,5+,-1.0,404.0,True,False,False,True,True,True,False,True,True,True,2500000
274,فيلا,الرياض,حي الحمراء,جنوبية,7+,4,5+,-1.0,580.0,True,True,True,True,True,True,True,False,True,True,5400000
275,فيلا,الرياض,حي المونسية,غربية,4,2,4,-1.0,300.0,True,True,False,False,True,True,False,False,True,True,2300000
276,فيلا,الرياض,حي المونسية,جنوبية غربية,5,2,4,-1.0,480.0,True,True,True,False,True,True,True,False,True,True,5000000
277,فيلا,الرياض,حي النسيم الغربي,جنوبية,5,2,5+,12.0,250.0,True,True,False,False,True,True,False,False,True,False,1250000
278,فيلا,الرياض,حي المونسية,غربية,4,2,4,-1.0,300.0,True,True,True,False,True,True,False,False,True,True,2300000
279,فيلا,الرياض,حي اليرموك,شرقية,3,2,2,-1.0,520.0,False,True,True,False,True,True,False,False,True,False,2400000
280,فيلا,الرياض,حي الملك فيصل,شمالية شرقية,7+,2,1,-1.0,875.0,True,False,False,False,False,False,False,False,False,False,4500000
281,فيلا,الرياض,حي الصفا,شمالية,5,3,5+,-1.0,735.0,True,True,True,True,True,True,False,False,True,False,2000000
282,فيلا,الرياض,حي النظيم,جنوبية,4,4,3,-1.0,500.0,True,True,False,False,True,True,False,False,True,False,1550000
283,فيلا,الرياض,حي النظيم,جنوبية,1,2,3,-1.0,500.0,False,True,False,False,False,False,False,False,False,False,1550000
284,فيلا,الرياض,حي الرمال,غربية,7+,2,5+,20.0,266.0,True,True,True,False,False,True,False,False,True,False,1465000
285,فيلا,الرياض,حي النسيم الشرقي,شمالية,7+,2,5+,-1.0,483.0,False,True,True,True,True,True,False,False,True,False,1700000
286,فيلا,الرياض,حي الحمراء,شرقية,7+,2,5+,-1.0,618.0,True,True,True,True,True,True,True,False,True,True,4500000
287,فيلا,الرياض,حي النهضة,جنوبية,4,1,2,-1.0,400.0,False,True,True,True,False,True,False,False,False,False,1300000
288,فيلا,الرياض,حي اليرموك,جنوبية,6,1,3,-1.0,400.0,False,False,True,True,False,True,False,False,True,False,2000000
289,فيلا,الرياض,حي المونسية,شمالية,6,4,4,-1.0,362.0,False,True,True,True,True,True,False,False,True,False,1990000
290,فيلا,الرياض,شارع جبل مره,جنوبية,7+,3,5+,-1.0,450.0,False,True,True,True,False,True,False,False,True,False,2600000
291,فيلا,الرياض,حي المونسية,شمالية,5,2,5+,-1.0,400.0,True,True,True,True,False,True,False,False,True,False,2850000
292,فيلا,الرياض,حي اشبيلية,شرقية,5,2,5+,-1.0,430.0,True,True,True,True,True,True,False,False,True,False,2100000
293,فيلا,الرياض,حي القدس,شمالية,4,2,5+,-1.0,450.0,True,True,True,True,False,True,False,True,True,False,3000000
294,فيلا,الرياض,حي المونسية,شرقية,5,3,4,-1.0,308.0,True,False,True,False,True,True,False,False,True,True,2650000
295,فيلا,الرياض,حي البيان,جنوبية,1,2,5+,-1.0,359.0,True,True,False,False,True,True,False,False,True,False,1650000
296,فيلا,الرياض,حي الرمال,غربية,6,2,5+,-1.0,280.0,True,False,True,False,False,False,False,False,False,False,1550000
297,فيلا,الرياض,حي الرمال,شرقية,5,4,5+,-1.0,430.0,False,True,False,False,True,True,False,False,True,False,2500000
298,فيلا,الرياض,حي اليرموك,شرقية,7+,1,5+,-1.0,288.0,True,True,True,False,True,True,False,False,True,False,1800000
299,فيلا,الرياض,حي السعادة,جنوبية,6,2,5+,-1.0,200.0,True,True,False,False,False,True,False,False,True,True,1680000
300,فيلا,الرياض,حي المونسية,شمالية,7+,4,5+,-1.0,312.0,True,True,True,False,True,True,False,False,True,True,2490000
301,فيلا,الرياض,حي الاندلس,شرقية,5,2,5+,-1.0,437.0,True,True,True,True,False,True,False,False,True,False,3500000
302,فيلا,الرياض,حي اليرموك,جنوبية شرقية,7+,3,5+,-1.0,336.0,True,True,True,True,True,True,False,False,True,False,2200000
303,فيلا,الرياض,حي اليرموك,شمالية,5,2,5+,-1.0,312.0,True,True,True,True,True,True,False,False,True,True,2450000
304,فيلا,الرياض,حي اليرموك,جنوبية,4,2,4,-1.0,250.0,True,False,False,False,True,True,False,False,True,False,2000000
305,فيلا,الرياض,حي القدس,غربية,4,2,4,15.0,149.0,True,True,False,False,False,True,False,False,True,True,1750000
306,فيلا,الرياض,حي الرمال,شمالية,7+,2,5+,-1.0,300.0,True,True,True,True,True,True,False,False,True,True,1850000
307,فيلا,الرياض,حي الاندلس,جنوبية غربية,4,2,5+,-1.0,280.0,True,True,True,False,True,True,False,False,True,True,2100000
308,فيلا,الرياض,حي اليرموك,جنوبية,5,2,5+,-1.0,250.0,True,True,True,False,True,True,False,False,True,False,2000000
309,فيلا,الرياض,الرياض,جنوبية,6,3,5+,-1.0,250.0,True,True,False,False,True,True,False,False,True,False,1470000
310,فيلا,الرياض,حي اليرموك,جنوبية,4,1,4,-1.0,250.0,True,True,True,False,True,True,False,False,True,False,1750000
311,فيلا,الرياض,حي النسيم الغربي,شرقية,7+,3,4,-1.0,300.0,True,True,True,False,True,True,False,False,True,False,1400000
312,فيلا,الرياض,,جنوبية,5,2,5+,-1.0,250.0,False,True,True,False,True,True,False,False,True,False,1470000
313,فيلا,الرياض,الرياض,جنوبية,5,3,5+,-1.0,250.0,True,True,False,False,True,True,False,False,True,False,1470000
314,فيلا,الرياض,الرياض,شرقية,5,2,5+,-1.0,250.0,True,True,True,False,False,True,False,False,True,False,2050000
315,فيلا,الرياض,حي النسيم الغربي,شمالية,5,3,5+,-1.0,437.0,True,True,False,False,False,True,False,False,True,True,1750000
316,فيلا,الرياض,حي السعادة,شرقية,7+,5,5+,21.0,325.0,True,True,True,False,True,True,False,False,True,False,1700000
317,فيلا,الرياض,حي النسيم الغربي,غربية,7+,5,5+,12.0,458.0,False,True,False,False,True,True,False,False,False,False,1100000
318,فيلا,الرياض,حي البيان,شمالية شرقية,7+,2,5+,-1.0,360.0,True,True,False,False,True,False,False,False,False,False,1900000
319,فيلا,الرياض,حي المونسية,شرقية,5,2,5+,-1.0,250.0,True,True,True,False,True,True,False,False,True,True,1850000
320,فيلا,الرياض,حي الجنادرية,شمالية,4,1,4,-1.0,375.0,False,True,False,False,False,True,False,False,True,False,1200000
321,فيلا,الرياض,حي الروضة,شرقية,1,2,5+,-1.0,335.0,False,True,True,True,False,False,False,False,False,False,2000000
322,فيلا,الرياض,حي المونسية,غربية,5,2,5+,-1.0,250.0,True,False,True,False,False,True,False,False,False,False,1850000
323,فيلا,الرياض,حي القادسية,شمالية,4,2,5+,-1.0,270.0,True,True,True,False,True,True,False,False,True,True,1550000
324,فيلا,الرياض,حي قرطبة,غربية,7+,4,5+,-1.0,2500.0,True,True,True,True,True,True,False,False,True,False,16700000
325,فيلا,الرياض,حي اشبيلية,شرقية,7+,2,5+,-1.0,900.0,True,False,False,False,False,False,False,False,False,False,3000000
326,فيلا,الرياض,حي القادسية,جنوبية شرقية,1,1,5+,-1.0,337.0,True,True,True,False,False,False,False,False,True,True,1950000
327,فيلا,الرياض,حي المونسية,غربية,5,2,4,-1.0,250.0,True,False,True,False,False,False,False,False,False,False,2100000
328,فيلا,الرياض,حي الحمراء,غربية,7+,3,5+,-1.0,1180.0,True,True,True,True,True,True,False,True,False,True,6500000
329,فيلا,الرياض,حي الخليج,جنوبية غربية,7+,1,5+,-1.0,246.0,True,True,True,False,True,True,False,False,True,True,2300000
330,فيلا,الرياض,حي الصفا,غربية,7+,4,5+,-1.0,750.0,False,True,False,False,False,True,False,False,False,False,2700000
331,فيلا,الرياض,حي الرمال,شمالية,4,2,4,-1.0,281.0,True,False,True,False,True,True,False,False,True,False,1400000
332,فيلا,الرياض,حي قرطبة,جنوبية,3,1,5+,-1.0,220.0,True,True,True,True,False,True,False,False,True,False,2200000
333,فيلا,الرياض,حي الاندلس,شمالية,5,1,5+,-1.0,240.0,True,True,True,False,False,False,False,False,True,True,2000000
334,فيلا,الرياض,حي السعادة,غربية,5,1,3,5.0,300.0,False,True,False,False,False,True,False,False,True,False,1600000
335,فيلا,الرياض,حي النسيم الغربي,شمالية,4,2,4,-1.0,312.0,True,True,False,False,True,True,False,False,True,True,1500000
336,فيلا,الرياض,الرياض,شرقية,4,2,4,-1.0,390.0,True,True,True,False,True,True,False,False,True,False,1900000
337,فيلا,الرياض,حي النظيم,شرقية,3,1,3,-1.0,375.0,False,True,True,False,True,False,False,False,False,False,1070000
338,فيلا,الرياض,حي المونسية,جنوبية,6,4,5+,-1.0,262.0,True,True,True,True,False,True,False,False,True,False,2000000
339,فيلا,الرياض,حي اشبيلية,غربية,5,3,5+,-1.0,300.0,False,False,False,False,True,True,False,False,True,True,1300000
340,فيلا,الرياض,حي الجنادرية,شمالية,4,2,4,-1.0,360.0,True,True,True,True,False,False,False,False,True,False,1500000
341,فيلا,الرياض,حي الروضة,شرقية,5,2,5+,5.0,335.0,True,True,True,True,True,False,False,False,True,False,2000000
342,فيلا,الرياض,حي الازدهار,غربية,4,4,5+,-1.0,200.0,True,False,True,False,False,True,False,False,True,True,2400000
343,فيلا,الرياض,حي النهضة,غربية,5,1,4,-1.0,417.0,False,True,False,True,True,True,False,False,True,False,2500000
344,فيلا,الرياض,حي النسيم الغربي,غربية,5,2,5+,-1.0,625.0,False,True,True,True,True,True,False,False,True,False,1200000
345,فيلا,الرياض,الرياض,جنوبية,5,3,5+,-1.0,630.0,True,True,True,True,True,True,True,False,True,False,4300000
346,فيلا,الرياض,الرياض,غربية,6,2,5+,-1.0,305.0,True,False,True,False,True,False,False,False,True,True,1650000
347,فيلا,الرياض,حي اليرموك,شمالية,4,2,4,-1.0,250.0,True,True,True,False,True,True,False,False,True,True,1900000
348,فيلا,الرياض,حي الخليج,جنوبية,6,4,3,-1.0,350.0,False,False,False,False,False,False,False,False,False,False,1880000
